"Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Quantity / Unit","Currency","Fairtrade minimum price","Fairtrade premium","Date of validity","Specific Product Standard","Product Specific Information"
"Orange","Organic","for juice","Worldwide","SPO / HL","EXW","40.8 Kg","USD","7.5","0.8","07/01/2019","Fresh Fruit","for processing in consumer countries"
"Orange","Organic","for NFC","Worldwide","SPO / HL","EXW","1 MT (juice equivalent)","USD","57% of FOB NFC FMP or market price","90","07/01/2019","Fresh Fruit",""
"Orange","Organic","","Argentina","SPO / HL","EXW","1 kg","USD","0.15","0.02","21/03/2005","Fresh Fruit","Navel; pre-packed"
"Orange","Organic","","Egypt","SPO / HL","FOB","1 kg","USD","0.55","0.03","before 2004","Fresh Fruit","Navel; "
"Orange","Organic","","Argentina","SPO / HL","EXW","1 kg","USD","0.15","0.02","21/03/2005","Fresh Fruit","Valencia; pre-packed"
"Orange","Organic","","Egypt","SPO / HL","FOB","1 kg","USD","0.55","0.03","before 2004","Fresh Fruit","Valencia; "
"Orange Juice","Conventional","Frozen concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","2300","250","07/01/2019","Prepared and Preserved Fruit & Vegetables",""
"Orange Juice","Conventional","Not from concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","650","60","07/01/2019","Prepared and Preserved Fruit & Vegetables",""
"Orange Juice","Organic","Frozen concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","3250","350","07/01/2019","Prepared and Preserved Fruit & Vegetables",""
"Orange Juice","Organic","Not from concentrate juice","Worldwide","SPO / HL","FOB","1 MT","USD","970","90","07/01/2019","Prepared and Preserved Fruit & Vegetables",""
"Ornamental Plants","Conventional","Pot plants; bedding plants and bulbs","Worldwide","HL","FOB","1 units","","Commercial price","10% of the commercial price","31/10/2008","Flowers and Plants",""
"Palm heart","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Palm heart","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","04/03/2013","Vegetables",""
"Palm heart","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Palm heart","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","04/03/2013","Vegetables",""
"Papaya","Conventional","for drying","Eastern Africa","SPO","EXW","1 MT","USD","105","17","17/12/2012","Fresh Fruit",""
"Papaya","Conventional","for processing","Eastern Africa","SPO / HL","EXW","1 MT","USD","105","17","17/12/2012","Fresh Fruit",""
"Papaya","Conventional","fresh","Brazil","SPO / HL","EXW/FOB","1 kg","EUR","Commercial price","0.18","15/01/2018","Fresh Fruit",""
"Papaya","Conventional","fresh","Worldwide (exc. Brazil)","SPO / HL","FOB"," ","","Commercial price","11% of the commercial price","15/01/2018","Fresh Fruit",""
"Papaya","Organic","for drying","Eastern Africa","SPO","EXW","1 MT","USD","117","17","17/12/2012","Fresh Fruit",""
"Papaya","Organic","for processing","Eastern Africa","SPO / HL","EXW","1 MT","USD","117","17","17/12/2012","Fresh Fruit",""
"Papaya","Organic","for processing","Peru","SPO / HL","EXW","1 MT","USD","174","20","04/05/2006","Fresh Fruit",""
"Papaya","Organic","fresh","Brazil","SPO / HL","EXW","1 kg","EUR","Commercial price","0.18","15/01/2018","Fresh Fruit",""
"Papaya","Organic","fresh","Brazil","SPO / HL","EXW","2 kg","EUR","Commercial price","1.18","16/01/2018","Fresh Fruit",""
"Papaya","Conventional","dried","Eastern Africa","SPO","EXW","1 MT","USD","1886","300","17/12/2012","Prepared and Preserved Fruit & Vegetables",""
"Papaya","Organic","dried","Eastern Africa","SPO","EXW","1 MT","USD","2095","300","17/12/2012","Prepared and Preserved Fruit & Vegetables",""
"Passion Fruit","Conventional","for processing","Eastern Africa","SPO / HL","EXW","1 MT","USD","190","28","22/04/2013","Fresh Fruit",""
"Passion Fruit","Conventional","for processing","South America","SPO / HL","EXW","1 MT","USD","295","42","30/04/2010","Fresh Fruit",""
"Passion Fruit","Conventional","for processing","South-Eastern Asia","SPO / HL","EXW","1 MT","USD","240","36","08/03/2012","Fresh Fruit",""
"Passion Fruit","Conventional","for processing","Southern Asia","SPO / HL","EXW","1 MT","USD","240","36","28/08/2014","Fresh Fruit",""
"Passion fruit","Conventional","","Worldwide","SPO / HL","EXW","1 MT","USD","Commercial price","100","08/03/2012","Fresh Fruit",""
"Passion Fruit","Organic","for processing","Eastern Africa","SPO / HL","EXW","1 MT","USD","210","32","22/04/2013","Fresh Fruit",""
"Passion Fruit","Organic","for processing","South America","SPO / HL","EXW","1 MT","USD","320","45","30/04/2010","Fresh Fruit",""
"Passion Fruit","Organic","for processing","South-Eastern Asia","SPO / HL","EXW","1 MT","USD","264","39","08/03/2012","Fresh Fruit",""
"Passion Fruit","Organic","for processing","Southern Asia","SPO / HL","EXW","1 MT","USD","264","39","28/08/2014","Fresh Fruit",""
"Passion fruit","Organic","","Worldwide","SPO / HL","EXW","1 MT","USD","Commercial price","110","08/03/2012","Fresh Fruit",""
"Passion Fruit","Conventional","Concentrate juice","Eastern Africa","SPO / HL","FOB","1 MT","USD","4365","480","22/04/2013","Prepared and Preserved Fruit & Vegetables",""
"Passion Fruit","Conventional","Concentrate juice","South America","SPO / HL","FOB","1 MT","USD","4800","480","30/04/2010","Prepared and Preserved Fruit & Vegetables",""
"Passion Fruit","Conventional","Not from concentrate juice","Eastern Africa","SPO / HL","FOB","1 MT","USD","1335","150","22/04/2013","Prepared and Preserved Fruit & Vegetables",""
"Passion Fruit","Conventional","Not from concentrate juice","South America","SPO / HL","FOB","1 MT","USD","1700","170","30/04/2010","Prepared and Preserved Fruit & Vegetables",""
"Passion Fruit","Organic","Concentrate juice","South America","SPO / HL","FOB","1 MT","USD","5200","520","30/04/2010","Prepared and Preserved Fruit & Vegetables","pre-processing; "
"Passion Fruit","Organic","Concentrate juice","Eastern Africa","SPO / HL","FOB","1 MT","USD","4800","530","22/04/2013","Prepared and Preserved Fruit & Vegetables",""
"Passion Fruit","Organic","Not from concentrate juice","Eastern Africa","SPO / HL","FOB","1 MT","USD","1470","165","22/04/2013","Prepared and Preserved Fruit & Vegetables",""
"Passion Fruit","Organic","Not from concentrate juice","South America","SPO / HL","FOB","1 MT","USD","1850","185","30/04/2010","Prepared and Preserved Fruit & Vegetables",""
"Peach","Conventional","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Fresh Fruit",""
"Peach","Organic","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Fresh Fruit",""
"Peanut","Conventional","","Worldwide","SPO","FOB","1 MT","USD","670","110","before 2004","Nuts",""
"Peanut","Organic","","Worldwide","SPO","FOB","1 MT","USD","820","110","before 2004","Nuts",""
"Pear","Conventional","for drying","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Fresh Fruit",""
"Pear","Conventional","for processing","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Fresh Fruit",""
"Pear","Conventional","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Fresh Fruit",""
"Pear","Organic","for drying","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Fresh Fruit",""
"Pear","Organic","for processing","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Fresh Fruit",""
"Pear","Organic","","Worldwide","SPO / HL","EXW","1 kg","USD","Commercial price","15% of the commercial price","14/10/2022","Fresh Fruit",""
"Pepper, bell","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Pepper, bell","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Pepper, bell","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Pepper, bell","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Pepper, black","Conventional","","Worldwide","SPO",""," ","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Pepper, black","Organic","","India","SPO","EXW","1 kg","EUR","1.13","0.08","04/05/2006","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Pepper, black","Organic","","Sri Lanka","SPO","EXW","1 kg","EUR","1.13","0.08","04/05/2006","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Pepper, black","Organic","","worldwide (exc. India and Sri Lanka)","SPO",""," ","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Pepper, white","Conventional","","Worldwide","SPO",""," ","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Pepper, white","Organic","","India","SPO","EXW","1 kg","EUR","1.81","0.19","04/05/2006","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Pepper, white","Organic","","Sri Lanka","SPO","EXW","1 kg","EUR","1.81","0.19","04/05/2006","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Pepper, white","Organic","","worldwide (exc. India and Sri Lanka)","SPO",""," ","","Commercial price","15% of the commercial price","22/07/2009","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Persimmon","Conventional","dried","Pakistan","CP","EXW"," ","","Commercial price","15% of the commercial price","06/09/2017","Prepared and Preserved Fruit & Vegetables",""
"Persimmon","Organic","dried","Pakistan","CP","EXW"," ","","Commercial price","15% of the commercial price","06/09/2017","Prepared and Preserved Fruit & Vegetables",""
"Physalis","Conventional","for drying","Worldwide","SPO","EXW/FOB","1 kg","USD","Commercial price","0.1","04/05/2011","Fresh Fruit",""
"Physalis","Conventional","fresh","Worldwide","SPO / HL","EXW/FOB","1 kg","USD","Commercial price","0.1","04/05/2011","Fresh Fruit",""
"Physalis","Organic","for drying","Worldwide","SPO","EXW/FOB","1 kg","USD","Commercial price","0.1","04/05/2011","Fresh Fruit",""
"Physalis","Organic","fresh","Worldwide","SPO / HL","EXW/FOB","1 kg","USD","Commercial price","0.1","04/05/2011","Fresh Fruit",""
"Pineapple","Conventional","for drying","South-Eastern Asia","SPO","EXW","1 kg","USD","0.18","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","for drying","Southern Asia","SPO","EXW","1 kg","EUR","0.19","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","for drying","Western Africa","SPO / HL","EXW","1 kg","USD","0.19","0.03","15/03/2021","Fresh Fruit",""
"Pineapple","Conventional","for processing","South-Eastern Asia","SPO / HL","EXW","1 kg","USD","0.18","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","for processing","Southern Africa","SPO / HL","EXW","1 kg","USD","0.19","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","for processing","Southern Asia","SPO / HL","EXW","1 kg","EUR","0.19","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","for processing","Western Africa","SPO / HL","EXW","1 kg","USD","0.19","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","fresh","Central America and Mexico","SPO / HL","EXW","1 kg","USD","0.53","0.06","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","fresh","Central America and Mexico","SPO / HL","FOB","1 kg","USD","0.66","0.06","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","fresh","South-Eastern Asia","SPO / HL","EXW","1 kg","USD","0.24","0.06","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","fresh","South-Eastern Asia","SPO / HL","FOB","1 kg","USD","0.36","0.06","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","fresh","Southern Asia","SPO / HL","EXW","1 kg","EUR","0.31","0.05","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","fresh","Southern Asia","SPO / HL","FOB","1 kg","EUR","0.41","0.05","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","fresh","Western Africa","SPO / HL","EXW","1 kg","EUR","0.33","0.05","03/04/2018","Fresh Fruit",""
"Pineapple","Conventional","fresh","Western Africa","SPO / HL","FOB","1 kg","EUR","0.46","0.05","03/04/2018","Fresh Fruit",""
"Pineapple","Organic","for drying","South-Eastern Asia","SPO","EXW","1 kg","USD","0.2","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Organic","for drying","Southern Asia","SPO","EXW","1 kg","EUR","0.21","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Organic","for drying","Western Africa","SPO / HL","EXW","1 kg","USD","0.22","0.03","15/03/2021","Fresh Fruit",""
"Pineapple","Organic","for processing","South-Eastern Asia","SPO / HL","EXW","1 kg","USD","0.2","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Organic","for processing","Southern Africa","SPO / HL","EXW","1 kg","USD","0.22","0.03","03/04/2018","Fresh Fruit",""
"Pineapple","Organic","for processing","Southern Asia","SPO / HL","EXW","1 kg","EUR","0.21","0.03","03/04/2018","Fresh Fruit",""
